Genotype,Y,S1,S2,S3,S6,NP1,NP2,NP3,NP4,KR
319,0.481946072,118.2,9436.566667,425.7097744,4.213533835,79.16666667,1.328021248,0.939512722,1.066466165,572
320,0.433632625,49.73333333,2074,96.91588785,1.719626168,25.83333333,0.357894737,0.331980397,0.464797508,179
321,0.459259255,74.4,3775.466667,184.4690554,2.618892508,45.33333333,0.977777778,0.595895377,0.727035831,336
322,0.494887143,54.26666667,2175.066667,54.83361345,1.01512605,46.16666667,0.368589744,0.329674265,0.273613445,156
323,0.47516088,63.13333333,2691.766667,78.62999026,1.501460565,56,0.298148148,0.370588386,0.368841285,138
324,0.556642614,18.8,239.0666667,4.140877598,0.256351039,47,0.649454963,0.215391245,0.065127021,81
70,0.583177592,129.4,15399.76667,318.3962784,2.097863542,78,0.302137493,0.405158058,0.535079256,358
131,0.550818874,175.5333333,24880.56667,858.9378596,5.958573072,127.8333333,1.023724792,0.93445909,1.211967779,631
132,0.528975231,155.6666667,16420.16667,554.1113611,3.973003375,86.83333333,0.86400818,0.784504553,1.050618673,563
154,0.52620913,145.3333333,19012,1080.227273,7.909090909,124.1666667,123.6666667,1.54678275,1.651515152,645
159,0.501888741,138.5333333,14206,663.8317757,5.943925234,122.3333333,1.602339181,1.220404736,1.29470405,635
175,0.510447035,133.7333333,11936.66667,350.3913894,2.771037182,63.33333333,0.506280193,0.491197636,0.785127202,385
184,0.496631785,144.8,14057.6,532.4848485,4.424242424,82.66666667,1.078947368,0.814302908,1.096969697,569
215,0.554884452,122,13613.86667,296.383164,2.005805515,71,0.332075472,0.41259256,0.531204644,372
228,0.480039707,83.66666667,5263.9,200.148289,2.311787072,43.5,0.582758621,0.496095327,0.636248416,352
250,0.499125455,129.6666667,11948.3,447.5018727,3.970037453,81,0.882352941,0.813289075,0.971285893,565
260,0.530903311,139.4666667,14326.26667,354.0263591,2.794069193,65.83333333,0.343771747,0.442882054,0.689291598,372
271,0.51928439,153.1333333,16184.96667,526.0552546,3.973997833,84.83333333,0.727355072,0.737926022,0.995449621,564
284,0.529241652,108.4,11117.46667,266.8192,1.9904,53.33333333,0.263048017,0.399353077,0.52032,365
287,0.487758322,68.8,5172.8,178.3724138,1.986206897,36.33333333,0.479166667,0.469100724,0.474482759,338
294,0.526138485,106.1333333,10474.66667,259.7024793,1.990082645,54.16666667,0.251461988,0.410198018,0.526280992,367
300,0.532254713,119.7333333,11336.66667,293.1896552,2.127586207,60.16666667,0.326224329,0.458767315,0.619310345,381
