Genotype,Y,S1,S2,S3,S6,NP1,NP2,NP3,NP4,KR
248,0.838801388,63.93333333,2944.166667,158.572711,2.44524237,41.33333333,1.205128205,0.653481168,0.688689408,429
249,0.839352273,59.13333333,2959.5,141.6028708,2.066985646,26.66666667,0.982978723,0.495722926,0.565869219,415
251,0.83894212,81.73333333,4583.6,236.2680412,3.340206186,41.83333333,1.149779736,0.594414808,0.842611684,422
252,0.835150242,78.4,4052.8,179.3274336,2.743362832,49.5,0.416666667,0.528000939,0.69380531,162
253,0.833484851,60.6,2456.3,181.9481481,3.748148148,36.83333333,1.913907285,0.761074814,0.897777778,422
254,0.829123089,43.2,1312.266667,120.0243902,2.987804878,36.83333333,3.336879433,0.860431537,0.790243902,415
255,0.839869139,96.46666667,6440.166667,354.5045872,4.102752294,49,1.423611111,0.784222845,1.062018349,450
256,0.83589587,72.73333333,3782.566667,228.3239437,3.565392354,36.16666667,1.42394822,0.646176052,0.87806841,422
257,0.829463794,41.66666667,1201.366667,105.6920821,2.868035191,27,2.584699454,0.783863891,0.73313783,411
258,0.84323594,100.8,6912.266667,385.4423792,4.208178439,76.66666667,2.265873016,1.174744718,1.124163569,577
259,0.837380602,73.66666667,3876.3,200.8445596,2.860103627,34.33333333,1.367816092,0.546926037,0.763385147,413
261,0.842393267,70.33333333,4337.1,135.1121495,1.576323988,42.66666667,0.357007576,0.329466153,0.438213915,94
262,0.840375137,119.3333333,9788.666667,364.3424318,3.870967742,92.83333333,0.591581342,0.768310704,0.888337469,246
263,0.837441522,70.33333333,4139.366667,147.6587396,1.890606421,40.33333333,0.321581197,0.395440883,0.501783591,130
264,0.833510987,84.73333333,4886.566667,239.1468189,3.553017945,59.16666667,0.608040201,0.660975104,0.829363785,192
265,0.843960458,61.13333333,2537.5,79.54545455,1.44200627,51,0.371568627,0.420727599,0.383281087,165
266,0.847802543,52.4,1798.266667,47.99644128,1.014234875,52.83333333,0.507207207,0.372758814,0.279715302,174
267,0.834048809,79.73333333,4526.666667,231.7406143,3.440273038,54,0.732026144,0.67173964,0.816382253,204
268,0.840560674,79.8,4584.566667,211.9214176,2.816640986,47.33333333,0.829396325,0.57684768,0.737750385,424
269,0.849757714,42.8,1291.066667,32.99148211,0.868824532,47.5,0.529982363,0.346208909,0.218739353,150
270,0.852050987,91.06666667,5595.866667,139.6638935,1.737104825,79.83333333,0.62479062,0.514711547,0.454575707,202
272,0.848454375,42.4,1182.666667,31.06830123,0.788091068,44.5,0.509649123,0.312810524,0.222767075,124
273,0.840997978,43.26666667,1283.366667,42.82647386,0.994438265,35.5,0.369614512,0.297770548,0.288765295,123
274,0.844111344,91.2,5732.666667,252.170088,2.815249267,50.33333333,0.845070423,0.63309837,0.802346041,450
275,0.835070031,89.73333333,5349.2,249.9626168,3.420560748,66.33333333,0.595121951,0.745479677,0.838629283,236
276,0.839931889,88,5409.466667,255.9684543,3.211356467,44.66666667,1.145009416,0.554326089,0.832807571,410
277,0.817369795,75,4417.366667,402.7993921,5.848024316,46.83333333,2.714285714,1.120773014,1.367781155,230
278,0.831218754,41.13333333,1309.366667,100.9794344,2.544987147,29.83333333,1.982222222,0.703943165,0.634447301,416
279,0.82991699,61.4,2688.566667,154.8119002,2.840690979,30.16666667,0.679012346,0.42137841,0.707101727,148
280,0.837414541,57.8,2767.5,149.5945946,2.032432432,30.5,1.18877551,0.533920422,0.624864865,419
281,0.839520555,86.8,4945.466667,191.1907216,2.489690722,68.33333333,0.488050314,0.657514588,0.671134021,240
282,0.841147432,72.66666667,3555.2,124.3076923,1.874125874,50.83333333,0.43956044,0.463067855,0.508158508,185
283,0.837707177,89.33333333,5267.2,223.1864407,3.050847458,66.33333333,0.552995392,0.682429984,0.757062147,233
285,0.854892077,48,1555.2,33.51724138,0.827586207,43.5,0.493775934,0.245808308,0.206896552,70
286,0.842457215,71.2,3948.8,170.2068966,2.137931034,33.83333333,0.800813008,0.483111273,0.613793103,418
288,0.860906692,126.5333333,12428.66667,302.1555916,2.307941653,56.16666667,0.33122807,0.412903019,0.615235008,420
289,0.842266324,62.93333333,2699.066667,88.59080963,1.649890591,45.16666667,0.316367265,0.370697002,0.413129103,125
290,0.837847783,105.4,7401.1,312.2827004,3.70464135,83.16666667,0.656203288,0.817294483,0.889451477,251
291,0.845751247,57.53333333,2257.766667,66.08097561,1.352195122,59,0.431773879,0.434035612,0.336780488,188
292,0.842890649,65.06666667,2936,92.32704403,1.48427673,41.66666667,0.359437751,0.394169006,0.409224319,141
293,0.849983702,52.53333333,1819.6,45.49,0.99,51.83333333,0.490338164,0.357262936,0.262666667,162
295,0.860231015,80.13333333,5283.466667,106.2359249,1.168900804,71.16666667,0.669177652,0.402388778,0.322252011,177
296,0.847501113,118.1333333,9316,337.5362319,3.31884058,53.33333333,0.624869383,0.530598868,0.856038647,417
297,0.853707359,31.73333333,681.0666667,15.22503726,0.518628912,39,0.607009694,0.238817712,0.141877794,101
298,0.871170532,7.466666667,37.06666667,0.608315098,0.098468271,36.5,0.648087432,0.184036048,0.024507659,46
299,0.85591871,34.6,877.1,18.78158458,0.633832976,53.83333333,0.662921348,0.300608131,0.148179872,147
301,0.856320339,33.8,754.7,15.88842105,0.526315789,45,0.63125,0.288512386,0.142315789,141
302,0.849032186,47.73333333,1504,38.96373057,0.89119171,42.66666667,0.451187335,0.329073336,0.247322971,145
303,0.855074028,26.46666667,590.7,12.86928105,0.427015251,49.83333333,0.611235955,0.299533239,0.115323166,141
304,0.852804141,101.9333333,8369.366667,251.8365095,2.050150451,48.5,0.387310606,0.452348175,0.613440321,411
305,0.844672854,54.6,1965.1,59.01201201,1.339339339,50.66666667,0.423529412,0.37167209,0.327927928,155
306,0.836416932,84.8,5220.666667,242.4458204,3.300309598,57,0.703030303,0.670762879,0.787616099,212
307,0.845947941,89.86666667,5387.866667,151.9135338,2.131578947,69.66666667,0.465700483,0.413063642,0.506766917,106
