Genotype,Y,S1,S2,S3,S6,NP1,NP2,NP3,NP4,KR
278,2.60357639,109.9333333,9464.166667,273.7945998,2.657666345,53.33333333,0.308469308,0.450295179,0.636065574,384
279,2.602474012,57,2147.766667,51.67040898,0.994386528,53.16666667,0.483127572,0.33105892,0.27425822,140
280,2.649030213,140.4666667,13320.3,383.870317,3.158501441,68.83333333,0.441441441,0.497220935,0.809606148,406
281,2.765567454,36.4,917.0666667,17.34678436,0.554854981,42.33333333,0.569089718,0.207929181,0.137704918,81
282,2.426091847,90.33333333,5613.366667,203.6287787,2.401451028,53.5,0.468,0.604291339,0.655380895,264
283,2.324365468,64.93333333,2930.666667,143.1921824,2.325732899,38.83333333,0.513821138,0.51633802,0.634527687,183
285,2.43678762,98.26666667,6615.066667,223.986456,2.884875847,64,0.481355932,0.557004318,0.665462754,232
286,3.007550299,133,16091.5,343.1023454,2.524520256,85.83333333,0.316281628,0.455022295,0.567164179,336
288,2.428283529,109.9333333,8215.766667,353.6197991,4.088952654,54.5,0.824483776,0.564939195,0.946341463,391
289,2.495406337,76.8,4211.066667,122.8910506,1.86381323,56,0.381076389,0.390755256,0.448249027,161
290,2.318129247,76.8,4123.466667,208.9594595,2.817567568,54.16666667,0.553763441,0.705816338,0.778378378,224
291,2.395051582,100.3333333,6840.166667,265.465718,3.006468305,68.16666667,0.504761905,0.636251128,0.778783959,270
292,2.255229214,82.86666667,4985.9,291.5730994,3.473684211,62.83333333,0.78989899,0.946776622,0.96920078,300
293,2.183265268,72.4,4477.2,366.9836066,4.655737705,60.66666667,2.118721461,1.238208441,1.186885246,281
295,2.592493519,41.13333333,1134.7,26.69882353,0.767058824,42.16666667,0.463869464,0.223969295,0.193568627,56
296,2.737436148,114.6,12018.96667,279.2943455,2.038729667,60.5,0.282204515,0.401275984,0.53261038,387
297,2.28807883,70.13333333,3389.866667,159.3981191,2.470219436,48.66666667,0.554438861,0.553706541,0.659561129,164
298,2.387038376,64.4,3034.266667,117.9119171,2.316062176,44.66666667,0.382051282,0.374448685,0.500518135,129
299,2.255656068,74.93333333,3666.266667,194.3250883,3.053003534,43.66666667,0.620111732,0.582031467,0.79434629,171
301,2.41243967,66.46666667,2863.366667,101.4179457,1.834710744,42.33333333,0.320689655,0.340441498,0.470838253,116
302,2.474176717,53,1929.5,57.94294294,1.291291291,41.16666667,0.317757009,0.297189426,0.318318318,97
303,2.44653561,35.86666667,1003.866667,30.91991786,0.993839836,25.33333333,0.217840376,0.174235757,0.220944559,97
304,2.660747855,134.4,12688.66667,345.4264973,2.885662432,58.33333333,0.407066052,0.436745997,0.731760436,375
305,2.850895283,35.26666667,898.1666667,16.34020619,0.521528199,57.5,0.500290867,0.239238014,0.128320194,57
306,2.997909377,17.66666667,219.3666667,3.666295265,0.229526462,48.33333333,0.600877193,0.196236342,0.059052925,33
307,2.518885912,53.53333333,2099.366667,58.91580917,1.028999065,44.83333333,0.399810066,0.366317026,0.300467727,145
308,2.454801044,115.4666667,9858.8,322.1830065,3.202614379,74.83333333,0.458115183,0.549012043,0.754684096,261
309,2.317250475,124,11399.86667,510.441791,5.12238806,88.83333333,0.930081301,0.798964857,1.110447761,273
