Genotype,Y,S1,S2,S3,S6,NP1,NP2,NP3,NP4,KR
132,5.312267801,118.0666667,11683.76667,417.7747318,3.971394517,76,0.762144054,0.770897268,0.844338498,573
154,4.966094375,93.13333333,8957.5,853.0952381,7.847619048,122.3333333,101.5,2.546728322,1.773968254,634
159,5.067341623,115.2,9867.466667,552.2835821,5.932835821,121.8333333,1.982102908,1.456597371,1.289552239,621
175,4.789578327,69.66666667,3380.566667,172.1850594,2.556876061,38.83333333,0.947278912,0.558336422,0.709677419,315
184,5.455625203,136.7333333,13605.36667,465.4059293,3.972633979,83.5,0.729777778,0.756728921,0.935461802,571
215,4.812566724,98.26666667,6497.2,303.6074766,3.53271028,54,1.090909091,0.573572619,0.918380062,310
228,5.237816317,103.3333333,7899.866667,250.5243129,2.486257928,58.66666667,0.392392392,0.473676748,0.655391121,399
250,4.670989154,71.33333333,3489.2,245.7183099,4.028169014,65.83333333,2.512195122,1.33892771,1.004694836,560
260,4.89038351,92.06666667,5894.966667,265.9383459,3.181954887,49.5,0.866319444,0.591359956,0.830676692,360
271,4.890158486,94,6224.666667,321.9655172,3.95862069,69.66666667,1.536414566,1.038847115,0.972413793,566
284,4.746353809,74.86666667,3850.166667,202.9964851,3.131810193,43.66666667,1.028787879,0.572438786,0.789455185,304
287,4.507538166,83,4841.366667,362.1970075,5.311720698,60.33333333,2.426116838,0.979284949,1.241895262,342
294,4.517168588,41.66666667,1261.366667,100.3740053,2.435013263,30,2.252604167,0.644840625,0.663129973,291
300,4.286646869,38.13333333,979.8666667,133.6181818,4.145454545,32,5.81871345,1.007574618,1.04,297
